Graphic Design,Content Writing,Programming,Freelancing,E-Commerce,QuickBooks,AutoCAD,Data Analytics,Digital Marketing,WordPress,completion_rate,improvement_trend,avg_mcq_score,recommended_domain
66.69169820226533,28.993534579048596,12.213591246254163,30.119381064165836,6.6824284466438595,26.486952500681433,34.303166064277434,0.0,50.117331552578655,30.85630070914485,0.614,-0.077,70.73,Graphic Design
71.85330457298133,55.335155042144905,26.333366710411745,0.0,12.29477801949518,8.816747058139711,26.41047495834684,28.052392333137714,39.111482098640366,40.28495199493899,0.622,-0.163,67.56,Graphic Design
10.876564734284894,4.450329630773853,43.54325790130161,59.42127171185099,66.69370421705916,79.2357751264019,30.084070091231958,25.853982948739286,6.008388303009184,28.814245647905224,0.607,0.161,60.9,QuickBooks
15.96009983858763,30.06816752964582,74.68124423936112,26.999846186858687,29.897979099457686,43.41017003479874,27.08901447170969,80.64013783539605,35.445657504680625,41.22515532593671,0.811,0.46,72.25,Data Analytics
9.112163223173159,58.097240370822746,34.57616418360285,25.352196577690655,50.99474868586264,26.376873993923958,51.23399635678573,41.83994715010485,74.83273407054702,47.106746348394665,0.96,0.299,83.87,Digital Marketing
34.93078181644866,47.188641389950156,37.909471487366446,21.60643892175466,24.387094444368454,24.628129434437565,39.11963344185112,9.919973245970676,35.55170046769692,80.93738556363219,0.679,0.618,91.12,WordPress
3.8983044480467886,6.360327059268265,39.79368600602923,41.988573494629506,32.21404102104412,40.56457767280517,23.224290934444088,80.69310425630849,51.41951541283626,30.13227211230656,0.954,0.035,63.88,Data Analytics
0.6975171507204685,100.0,2.996242064606145,69.59969496489401,13.682866518943383,13.23177661783413,0.4360302936773053,38.40294314375069,64.98661585438789,51.02749029709563,0.491,-0.072,73.69,Content Writing
33.49559240447243,18.540789424878866,72.72691806469702,26.505851818399172,50.66486187247218,31.11890094503162,20.225454402507875,58.391121215909116,0.0,9.064344613957072,0.771,0.116,100.0,Programming
18.260098062212638,42.87200452805688,78.59705220492133,24.135755846286322,20.501164204886997,39.19255526029472,27.973152841214727,53.66612663846587,16.810817177775554,28.655867448216224,0.856,0.23,87.09,Programming
6.70665417348609,16.06064300712843,29.924192296532514,16.391401377767263,74.78148130698818,27.70735616627836,24.97567637565445,20.95003253279355,64.7659263753225,54.758476094624996,0.573,0.139,63.12,E-Commerce
24.271161470797693,13.41996651695887,28.605034349400174,13.166787553246484,43.59785363128245,14.849233463432668,46.20388394376661,36.34403998068525,61.974305194691524,87.53909646299125,0.942,-0.124,61.45,WordPress
11.607512823327554,36.65500182124887,14.05098513244815,45.00231635373888,34.346131280542814,51.07745750486072,34.05729826308293,4.026599536328286,28.99117587834239,6.955118536548442,0.486,-0.189,100.0,QuickBooks
4.743023727421911,24.603410222078384,35.38956243931853,27.63781051264258,78.32648563980263,21.83513827532041,22.50746839897479,11.58039622970666,63.25485414268998,58.58400172499218,0.543,0.009,82.2,E-Commerce
23.04806322377385,33.638342355599804,15.168150282806891,49.308443821275866,37.526238671036424,89.76992118054386,18.41663707014258,7.754278490095328,12.38800800181179,29.415773132241085,0.853,-0.019,57.79,QuickBooks
29.363623558586937,29.864346382354576,50.84511942198111,41.672032474858504,98.68472006459457,38.017596021106954,43.627838707382175,34.427243317254636,47.2733887928788,45.32266019498606,0.617,0.066,74.95,E-Commerce
10.267977979745464,47.784294955138876,95.29995857961974,23.202616679714012,24.97323328616119,18.359125642461095,12.189664763835957,42.04886989147235,37.16244992211618,36.67858175178524,0.723,0.243,70.37,Programming
2.1038578520522933,57.32303234231251,40.49642946310057,39.86013013172128,54.524586402781225,36.10450010597248,2.7857918553222767,24.075743060014048,80.13360557095986,36.43696292422742,0.548,0.059,82.95,Digital Marketing
45.93439739978827,45.97513928591639,26.008656455916796,36.99393695898921,52.92408312979225,13.987971737913504,83.11663562296616,28.384119522959292,41.61108446533685,37.59380488866565,0.548,-0.136,68.59,AutoCAD
24.43390190847444,20.841243007227856,26.26517788891269,25.92870228703224,24.152354841865385,18.38833700004241,17.534242652607244,25.97361145433754,42.67593158794911,80.59318696266037,0.811,0.485,74.04,WordPress
36.64672425731189,46.0139462336264,65.09415352640514,15.013748558729493,31.572884232924253,22.296985492586806,55.62843849212365,67.46134255037218,29.896787979205783,16.44022803308461,0.346,0.083,71.1,Data Analytics
43.12508394697121,43.879862151830466,30.22729477905407,79.83515587903898,48.604978748485664,27.070732981965577,22.087923228964673,18.572722427885086,65.56315486454574,16.61312707071402,0.49,-0.241,74.76,Freelancing
15.597708449167884,40.26015618157038,36.0695831737801,37.30516886201941,80.19244798881307,23.783985996511067,10.8769803058616,0.0,65.80402507356507,33.39517368933921,0.797,-0.477,71.79,E-Commerce
23.855347604652287,22.65337976137465,85.59467296286424,15.006851556883614,15.21988396930836,28.53877452749495,38.457823151056544,59.591411721034035,32.0086689798704,13.34623673383265,0.995,0.049,82.91,Programming
28.18193469605028,25.975420791224096,55.262802396432804,22.665279245751357,17.525511090137904,4.248864007528141,42.13704138106264,58.0174047602998,58.29964930360687,30.835545991886278,0.661,0.081,81.67,Programming
15.806457675732181,29.49352522463426,16.751885705170213,25.015172581317238,16.344235726685817,29.808149446367917,29.742109972322226,30.864084349585283,42.070306417131974,84.96970207594534,0.853,0.49,80.83,WordPress
23.655284959569112,72.05090919960207,0.0,34.50165995501623,0.0,10.3511846617357,14.778214600418718,20.5125352275899,50.961263273270106,32.86803292472138,0.839,0.083,86.35,Content Writing
28.038250862331303,30.49271216269269,28.770707480502136,26.383272521691424,56.912788001122166,23.177811503395954,39.65378644496822,21.405979041100004,77.90002688712886,31.282427800558597,0.814,-0.033,79.14,Digital Marketing
8.202670033042809,49.19078409704803,97.0095105631833,11.4582237362874,30.509297700558687,34.794351903470684,13.053761870719933,52.18249476733675,13.556162677579072,49.29311810978022,0.859,0.175,95.49,Programming
47.35450892224464,56.14572245161115,82.1618300468883,34.66552234874771,23.30141993781372,26.93507923065452,25.768522504394557,77.77664042549665,12.428123016526142,49.28545795527795,0.549,0.027,70.96,Programming
25.888621004701594,7.556940644128719,78.30190173969996,18.525907144565757,23.55129538094084,13.248397365292636,40.74733850677993,42.35546173506643,15.354948503716361,16.655174683412504,0.925,0.027,89.7,Programming
19.979699636764757,74.91297517626174,21.0052217509459,18.13540325366656,15.573255183017707,11.084160898077808,11.241455988993042,37.12859139933198,36.813509229944316,37.10173975874827,0.795,0.287,86.7,Content Writing
19.775401986502473,54.93915798236893,37.31549389725408,26.21667097279646,45.72885371315601,17.18569964785622,15.660560818891653,52.80620281078704,79.81075011323269,5.779673399950538,0.603,0.922,84.23,Digital Marketing
81.51357816372038,26.119630026941188,0.0,5.4220759275795345,5.484225472207381,24.338598764222805,17.795928390187434,18.111113167657898,36.91380029151782,4.627627725751616,0.689,0.026,77.38,Graphic Design
48.055562997382815,42.80172246559661,55.1478766601815,27.916813674575298,32.65773839450116,5.7538182614363205,31.77328439256496,63.280682281028135,18.487538044341296,46.42022167000138,0.787,0.073,80.05,Data Analytics
27.629987956511272,52.71009272463369,26.615026065768582,18.134435229342273,41.71867004425915,24.179162124985496,16.959134168591074,42.61487981294124,70.60014833842541,30.57690615886406,0.794,-0.033,70.26,Digital Marketing
49.15626730821286,32.59020502977459,52.96773921787197,13.32157078287872,41.34525418815561,11.010791269860803,24.660624527142506,82.70450823916569,34.53998687369003,0.0,0.416,0.349,88.34,Data Analytics
44.565102455479376,28.89943642221247,21.295915729158995,23.244502127611486,34.493742568768326,37.50889217113873,29.260939465459064,13.235645467815111,56.23443155745816,67.41960570442782,0.745,0.268,73.04,WordPress
45.76311526916689,23.7383047542763,61.323913495697994,39.06644550463569,31.89517110859352,11.054888229068435,8.676308578907864,100.0,0.0,23.515342717334264,0.476,-0.776,76.02,Data Analytics
12.946870809318522,53.88499330006267,0.0,41.450884928838526,33.19390843516416,23.701039772333445,33.34065753515216,33.91651879659775,96.20775086323773,0.0,0.827,-0.063,79.41,Digital Marketing
41.28338369968557,85.82840791496469,27.07733866500237,33.39375697076013,20.29509370907919,10.72634691657821,36.29714775813549,0.0,44.15844512116651,20.517792026013304,0.715,0.029,90.98,Content Writing
75.76895027303361,51.117228000391364,45.236460862608155,31.546451038232224,0.0,24.849889701153604,33.190634093638785,31.75348526691691,49.57173555641253,25.645098854149815,0.754,0.183,75.92,Graphic Design
15.711990395128888,17.798100283746244,33.934096121323655,9.732873940825407,1.5187503015427986,24.991114513286153,21.65229172054121,11.359392823916467,44.74459100762555,92.24815563779288,0.552,0.31,77.93,WordPress
33.97424263162312,37.40971664121804,4.4168139016475685,21.93074567800723,34.18667113341705,24.747830032934083,15.740702962475773,19.560613407074555,97.00121875865962,24.530280021163897,0.696,0.021,85.48,Digital Marketing
21.626160371607693,2.0718599787910357,77.37895956843921,13.98413694601789,37.02133052194539,20.264300922516913,44.95702884607579,54.09912028770907,32.912679103644926,24.902658618428195,0.754,-0.085,93.34,Programming
39.40866326029144,30.938271880271348,35.66951606457876,29.048488417074225,42.18597773494771,42.117696502099236,28.984666494657954,100.0,26.778628812905385,4.156326837689152,0.805,0.485,78.48,Data Analytics
13.774631310214502,22.59648316450868,93.84490435562806,16.23047369800546,22.8777930370981,0.0,20.71168612920078,60.39393495083689,43.745355259128814,30.388040646902574,0.566,0.068,73.05,Programming
34.921603393427894,15.398528580782905,22.406187846970937,1.9694637489065947,91.87774837814375,4.765407497653559,13.155870098930961,24.93865488281331,68.65000635276473,21.625901919714828,0.537,0.231,74.13,E-Commerce
30.48267060214001,47.83798595590484,31.885435289009912,34.19235602136996,62.97865533527603,84.73123691398985,23.63171100369911,39.98923056152146,15.930464503073377,43.016357802967676,0.732,0.019,84.29,QuickBooks
80.01092658736067,23.900285298634657,49.88093323553989,19.20101638557639,35.611499505409455,45.017916623368585,13.610122599716775,7.9775221486419365,31.476994542720234,30.456499108419102,0.932,0.632,84.74,Graphic Design
36.74190625924768,34.1258736651059,49.408445323762734,64.74056622258502,87.28367409397367,37.751086659365335,20.172894867527617,37.33844313237657,78.61565039435516,59.780927979839106,0.745,0.087,87.78,E-Commerce
10.134410216225483,85.79206727250946,13.963071926373074,30.603664461532464,26.574640858326,3.0027379454711287,39.751353741493986,20.928236800354455,22.13502883995826,26.99805705975634,0.701,0.353,86.87,Content Writing
13.126068139756127,26.091961714032323,33.92311829614749,74.4012157645892,28.82849578794606,37.53888542022944,13.952860837507004,24.839773351261986,45.05105549108793,30.477852094146186,0.659,0.07,59.74,Freelancing
8.25946763547298,47.504833982321315,19.34955363566355,0.0,46.35213321691407,14.04691703255636,9.877002912043626,22.782898451282954,55.67523405981492,45.85756900005836,0.806,0.267,76.84,Digital Marketing
24.11106289555243,25.76133797174599,40.52265462686046,35.27028038661363,24.47699222858537,33.103986424920194,23.92546540967233,61.94263007917692,43.831871727827114,94.13647621611294,1.0,0.31,82.64,WordPress
19.42790211056228,16.2315463784259,33.658731543739215,8.570021682232777,33.97948385581722,49.34849164798485,68.14025122991148,33.271391858872775,37.60392950289015,15.213855324560868,0.508,0.2,88.67,AutoCAD
32.19449802658609,48.635637580696496,8.950541865009694,0.0,33.258095977478156,42.727929711400876,31.02035680791361,17.598082072123812,87.49395558145072,17.21665511661977,0.845,-0.125,97.7,Digital Marketing
33.61598383383017,74.17886241586483,47.116054965135454,9.63161615789594,0.3259114718776335,21.776460612649,29.175479760302746,26.843625544902537,64.55047559224015,35.138244500863685,1.0,0.108,77.1,Content Writing
26.07968137323178,68.47989529225754,16.99118343916415,23.610807738203377,11.732644584162324,25.02244708953994,23.206302013991674,56.68848261904822,69.12725668940669,44.57107208841908,0.801,-0.064,82.26,Content Writing
83.11001566911249,17.843662611194194,34.4922904136543,26.74746934502429,22.862351479952927,11.820868845087276,37.54061988790102,31.099499146232947,42.88576896583701,36.40668817221374,0.83,0.09,95.42,Graphic Design
29.196518969664783,42.90400645992413,46.235519601295685,74.12754143423496,64.15688413210418,59.2113142996314,0.0,3.415622775565117,35.99223822722447,53.93807345038249,0.716,-0.413,64.41,Freelancing
47.73079206707997,79.60087912384115,9.669162802475922,7.83857819223495,42.201624859172156,32.23115279415313,44.732958797527374,23.384219586603727,26.219430962657754,23.6456688369958,0.463,-0.026,75.0,Content Writing
20.09116752471237,80.2001109794332,26.824318600193067,28.880919271922163,37.287267251674415,15.192336517580857,25.360354428517017,34.218244711431346,49.20691131653043,30.585130854089368,0.809,-0.363,54.56,Content Writing
5.0758330921028625,33.790955453080244,38.96741661370079,22.4894680592953,46.07754587751745,38.69862682040111,43.291548961678885,24.776630625415386,81.39948557886801,17.012082454921504,0.581,0.484,60.31,Digital Marketing
9.150944062320175,81.51133111133966,14.445730031465347,13.504377040794564,39.538942311277545,50.40072449614459,31.554933039962666,29.764218226984035,52.02027157986652,42.65101909411784,0.619,0.269,79.4,Content Writing
21.833446419011548,20.01575321164004,51.86589491501309,67.9221733991701,28.34845789652656,39.69584912571489,0.5079340469226779,46.208671245620806,40.16407119193531,16.09900579760144,0.42,-0.077,76.88,Freelancing
21.509067373421036,41.01701353661994,16.78027748853341,26.403955370518055,34.00546153083187,23.078853022529835,33.84391162604586,25.890014975413507,72.42281886925782,18.554909555372724,0.508,0.437,85.74,Digital Marketing
27.801157676190037,31.32046714194001,43.202926370531145,35.73723318606971,21.873989989640858,13.900034814951125,40.15450486771634,0.0,39.89196339152971,68.63595360711557,0.811,0.225,85.11,WordPress
